OPD_DATE,VEHICLE_ID,RTE,DIR,TRIP_ID,STOP_ID,STOP_NAME,SCH_STOP_TM,ACT_STOP_TM
2016-03-26,6084,673,S,30907988,431,"3RD AVE & PIKE ST (431)",11:18:57,11:17:43
2016-03-26,6084,673,S,30907979,431,"3RD AVE & PIKE ST (431)",09:06:57,09:05:15
2016-03-26,6084,673,S,30907971,431,"3RD AVE & PIKE ST (431)",07:04:57,07:05:41
2016-03-26,6081,673,S,30908176,431,"3RD AVE & PIKE ST (431)",00:34:57,00:36:02
2016-03-26,6081,673,S,30908031,431,"3RD AVE & PIKE ST (431)",22:34:57,22:35:09
2016-03-26,6081,673,S,30908024,431,"3RD AVE & PIKE ST (431)",20:19:57,20:18:53
2016-03-26,6066,673,S,30908014,431,"3RD AVE & PIKE ST (431)",17:54:57,17:56:26
2016-03-26,6066,673,S,30908005,431,"3RD AVE & PIKE ST (431)",15:30:57,15:30:38
2016-03-26,6066,673,S,30907995,431,"3RD AVE & PIKE ST (431)",13:06:57,13:06:59
2016-03-26,6066,673,S,30908240,431,"3RD AVE & PIKE ST (431)",10:41:57,10:41:19
2016-03-26,6061,673,S,30908025,431,"3RD AVE & PIKE ST (431)",20:34:57,20:35:00
2016-03-26,6061,673,S,30908016,431,"3RD AVE & PIKE ST (431)",18:18:57,18:18:14
2016-03-26,6061,673,S,30908006,431,"3RD AVE & PIKE ST (431)",15:54:57,15:54:37
2016-03-26,6061,673,S,30907997,431,"3RD AVE & PIKE ST (431)",13:30:57,13:32:02
2016-03-26,6061,673,S,30907987,431,"3RD AVE & PIKE ST (431)",11:06:57,11:05:35
2016-03-26,6061,673,S,30907978,431,"3RD AVE & PIKE ST (431)",08:54:57,08:53:21
2016-03-26,6058,673,S,30908015,431,"3RD AVE & PIKE ST (431)",18:06:57,18:06:41
2016-03-26,6058,673,S,30908250,431,"3RD AVE & PIKE ST (431)",15:42:57,15:41:13
2016-03-26,6058,673,S,30907996,431,"3RD AVE & PIKE ST (431)",13:18:57,13:17:50
2016-03-26,6058,673,S,30907986,431,"3RD AVE & PIKE ST (431)",10:54:57,10:53:10
2016-03-26,6058,673,S,30908236,431,"3RD AVE & PIKE ST (431)",08:42:57,08:40:21
2016-03-26,6058,673,S,30908187,431,"3RD AVE & PIKE ST (431)",06:49:57,06:48:16
2016-03-26,6055,673,S,30908010,431,"3RD AVE & PIKE ST (431)",16:54:57,16:51:00
2016-03-26,6055,673,S,30908001,431,"3RD AVE & PIKE ST (431)",14:30:57,14:30:55
2016-03-26,6055,673,S,30907991,431,"3RD AVE & PIKE ST (431)",12:06:57,12:02:57
2016-03-26,6055,673,S,30907982,431,"3RD AVE & PIKE ST (431)",09:54:57,09:51:54
2016-03-26,6055,673,S,30907974,431,"3RD AVE & PIKE ST (431)",07:49:57,07:47:59
2016-03-26,6052,673,S,30908637,431,"3RD AVE & PIKE ST (431)",23:34:57,23:34:00
2016-03-26,6052,673,S,30908029,431,"3RD AVE & PIKE ST (431)",21:34:57,21:34:47
2016-03-26,6052,673,S,30908020,431,"3RD AVE & PIKE ST (431)",19:19:57,19:21:32
2016-03-26,6052,673,S,30908011,431,"3RD AVE & PIKE ST (431)",17:06:57,17:02:41
2016-03-26,6052,673,S,30908248,431,"3RD AVE & PIKE ST (431)",14:42:57,14:40:00
2016-03-26,6052,673,S,30907992,431,"3RD AVE & PIKE ST (431)",12:18:57,12:17:40
2016-03-26,6047,673,S,30908191,431,"3RD AVE & PIKE ST (431)",22:19:57,22:19:10
2016-03-26,6047,673,S,30908023,431,"3RD AVE & PIKE ST (431)",20:04:57,20:02:47
2016-03-26,6047,673,S,30908254,431,"3RD AVE & PIKE ST (431)",17:42:57,17:41:52
2016-03-26,6047,673,S,30908004,431,"3RD AVE & PIKE ST (431)",15:18:57,15:17:43
2016-03-26,6047,673,S,30907994,431,"3RD AVE & PIKE ST (431)",12:54:57,12:53:50
2016-03-26,6047,673,S,30907985,431,"3RD AVE & PIKE ST (431)",10:30:57,10:29:15
2016-03-26,6047,673,S,30907977,431,"3RD AVE & PIKE ST (431)",08:30:57,08:28:18
2016-03-26,6047,673,S,30907970,431,"3RD AVE & PIKE ST (431)",06:34:57,06:33:25
2016-03-26,6042,673,S,30908034,431,"3RD AVE & PIKE ST (431)",00:04:57,00:05:18
2016-03-26,6042,673,S,30908030,431,"3RD AVE & PIKE ST (431)",22:04:57,22:04:30
2016-03-26,6042,673,S,30908022,431,"3RD AVE & PIKE ST (431)",19:49:57,19:49:26
2016-03-26,6042,673,S,30908013,431,"3RD AVE & PIKE ST (431)",17:30:57,17:31:33
2016-03-26,6042,673,S,30908003,431,"3RD AVE & PIKE ST (431)",15:06:57,15:06:48
2016-03-26,6042,673,S,30908244,431,"3RD AVE & PIKE ST (431)",12:42:57,12:41:17
2016-03-26,6042,673,S,30907984,431,"3RD AVE & PIKE ST (431)",10:18:57,10:17:36
2016-03-26,6042,673,S,30907976,431,"3RD AVE & PIKE ST (431)",08:18:57,08:17:18
2016-03-26,6042,673,S,30907969,431,"3RD AVE & PIKE ST (431)",06:19:57,06:16:06
2016-03-26,6208,675,S,30908446,431,"3RD AVE & PIKE ST (431)",21:27:59,21:24:24
2016-03-26,6208,675,S,30908469,431,"3RD AVE & PIKE ST (431)",19:12:59,19:19:01
2016-03-26,6208,675,S,30908548,431,"3RD AVE & PIKE ST (431)",16:47:59,16:53:22
2016-03-26,6208,675,S,30908539,431,"3RD AVE & PIKE ST (431)",14:23:59,14:21:28
2016-03-26,6205,675,S,30908435,431,"3RD AVE & PIKE ST (431)",16:59:59,16:57:29
2016-03-26,6205,675,S,30908428,431,"3RD AVE & PIKE ST (431)",14:35:59,14:36:16
2016-03-26,6205,675,S,30908544,431,"3RD AVE & PIKE ST (431)",11:47:59,11:46:39
2016-03-26,6205,675,S,30908458,431,"3RD AVE & PIKE ST (431)",09:15:59,09:14:50
2016-03-26,6205,675,S,30908454,431,"3RD AVE & PIKE ST (431)",07:09:59,07:06:56
2016-03-26,6203,675,S,30908420,431,"3RD AVE & PIKE ST (431)",11:59:59,11:54:35
2016-03-26,6202,675,S,30908555,431,"3RD AVE & PIKE ST (431)",01:51:59,01:54:58
2016-03-26,6202,675,S,30908451,431,"3RD AVE & PIKE ST (431)",23:57:59,23:55:05
2016-03-26,6202,675,S,30908567,431,"3RD AVE & PIKE ST (431)",21:56:59,21:55:55
2016-03-26,6202,675,S,30908470,431,"3RD AVE & PIKE ST (431)",19:42:59,19:43:59
2016-03-26,6200,675,S,30908450,431,"3RD AVE & PIKE ST (431)",23:07:59,23:05:14
2016-03-26,6200,675,S,30908568,431,"3RD AVE & PIKE ST (431)",20:57:59,20:55:00
2016-03-26,6200,675,S,30908468,431,"3RD AVE & PIKE ST (431)",18:46:59,18:40:23
2016-03-26,6200,675,S,30908434,431,"3RD AVE & PIKE ST (431)",16:23:59,16:17:48
2016-03-26,6200,675,S,30908463,431,"3RD AVE & PIKE ST (431)",13:47:59,13:45:11
2016-03-26,6200,675,S,30908419,431,"3RD AVE & PIKE ST (431)",11:23:59,11:15:56
2016-03-26,6112,675,S,30908447,431,"3RD AVE & PIKE ST (431)",21:41:59,21:44:19
2016-03-26,6112,675,S,30908442,431,"3RD AVE & PIKE ST (431)",19:27:59,19:27:56
2016-03-26,6112,675,S,30908436,431,"3RD AVE & PIKE ST (431)",17:11:59,17:15:13
2016-03-26,6112,675,S,30908464,431,"3RD AVE & PIKE ST (431)",14:47:59,14:50:56
2016-03-26,6112,675,S,30908421,431,"3RD AVE & PIKE ST (431)",12:11:59,12:18:56
2016-03-26,6099,675,S,30908437,431,"3RD AVE & PIKE ST (431)",17:23:59,17:28:10
2016-03-26,6099,675,S,30908429,431,"3RD AVE & PIKE ST (431)",14:59:59,14:59:03
2016-03-26,6099,675,S,30908538,431,"3RD AVE & PIKE ST (431)",12:23:59,12:20:18
2016-03-26,6099,675,S,30908459,431,"3RD AVE & PIKE ST (431)",09:45:59,09:50:36
2016-03-26,6092,675,S,30908563,431,"3RD AVE & PIKE ST (431)",22:37:59,22:32:11
2016-03-26,6092,675,S,30908444,431,"3RD AVE & PIKE ST (431)",20:27:59,20:28:03
2016-03-26,6092,675,S,30908549,431,"3RD AVE & PIKE ST (431)",18:01:59,18:02:50
2016-03-26,6092,675,S,30908465,431,"3RD AVE & PIKE ST (431)",15:35:59,15:37:11
2016-03-26,6092,675,S,30908423,431,"3RD AVE & PIKE ST (431)",12:59:59,13:00:10
2016-03-26,6092,675,S,30908417,431,"3RD AVE & PIKE ST (431)",10:32:59,10:30:33
2016-03-26,6092,675,S,30908456,431,"3RD AVE & PIKE ST (431)",08:10:59,08:08:28
2016-03-26,6092,675,S,30908408,431,"3RD AVE & PIKE ST (431)",06:12:59,06:10:56
2016-03-26,6091,675,S,30908561,431,"3RD AVE & PIKE ST (431)",22:10:59,22:05:37
2016-03-26,6091,675,S,30908562,431,"3RD AVE & PIKE ST (431)",19:57:59,19:55:10
2016-03-26,6091,675,S,30908467,431,"3RD AVE & PIKE ST (431)",17:35:59,17:29:46
2016-03-26,6091,675,S,30908430,431,"3RD AVE & PIKE ST (431)",15:11:59,15:14:45
2016-03-26,6091,675,S,30908422,431,"3RD AVE & PIKE ST (431)",12:35:59,12:31:55
2016-03-26,6091,675,S,30908415,431,"3RD AVE & PIKE ST (431)",10:00:59,10:01:17
2016-03-26,6091,675,S,30908455,431,"3RD AVE & PIKE ST (431)",07:39:59,07:39:54
2016-03-26,6087,675,S,30908433,431,"3RD AVE & PIKE ST (431)",16:11:59,16:06:35
2016-03-26,6087,675,S,30908425,431,"3RD AVE & PIKE ST (431)",13:35:59,13:43:51
2016-03-26,6087,675,S,30908543,431,"3RD AVE & PIKE ST (431)",11:10:59,11:15:54
2016-03-26,6087,675,S,30908457,431,"3RD AVE & PIKE ST (431)",08:44:59,08:43:58
2016-03-26,6087,675,S,30908471,431,"3RD AVE & PIKE ST (431)",06:32:59,06:31:56
2016-03-26,6086,675,S,30908439,431,"3RD AVE & PIKE ST (431)",18:16:59,18:10:42
2016-03-26,6086,675,S,30908432,431,"3RD AVE & PIKE ST (431)",15:47:59,15:43:53
2016-03-26,6086,675,S,30908424,431,"3RD AVE & PIKE ST (431)",13:11:59,13:13:14
2016-03-26,6086,675,S,30908460,431,"3RD AVE & PIKE ST (431)",10:44:59,10:45:37
2016-03-26,6086,675,S,30908412,431,"3RD AVE & PIKE ST (431)",08:27:59,08:28:24
2016-03-26,6075,675,S,30908554,431,"3RD AVE & PIKE ST (431)",02:57:59,02:57:48
2016-03-26,6076,675,S,30908440,431,"3RD AVE & PIKE ST (431)",18:31:59,18:31:03
2016-03-26,6076,675,S,30908545,431,"3RD AVE & PIKE ST (431)",15:59:59,16:01:41
2016-03-26,6076,675,S,30908536,431,"3RD AVE & PIKE ST (431)",13:23:59,13:21:28
2016-03-26,6076,675,S,30908418,431,"3RD AVE & PIKE ST (431)",10:57:59,10:55:05
2016-03-26,6075,675,S,30908453,431,"3RD AVE & PIKE ST (431)",00:57:59,00:57:45
2016-03-26,6075,675,S,30908449,431,"3RD AVE & PIKE ST (431)",22:52:59,22:49:48
2016-03-26,6075,675,S,30908445,431,"3RD AVE & PIKE ST (431)",20:42:59,20:42:59
2016-03-26,6070,675,S,30908427,431,"3RD AVE & PIKE ST (431)",14:11:59,14:13:31
2016-03-26,6070,675,S,30908461,431,"3RD AVE & PIKE ST (431)",11:35:59,11:37:16
2016-03-26,6070,675,S,30908413,431,"3RD AVE & PIKE ST (431)",08:59:59,09:05:17
2016-03-26,6070,675,S,30908409,431,"3RD AVE & PIKE ST (431)",06:52:59,06:54:54
2016-03-26,6063,675,S,30908410,431,"3RD AVE & PIKE ST (431)",07:24:59,07:23:57
2016-03-26,6044,675,S,30908452,431,"3RD AVE & PIKE ST (431)",00:27:59,00:28:04
2016-03-26,6044,675,S,30908448,431,"3RD AVE & PIKE ST (431)",22:23:59,22:21:44
2016-03-26,6044,675,S,30908443,431,"3RD AVE & PIKE ST (431)",20:12:59,20:17:58
2016-03-26,6044,675,S,30908438,431,"3RD AVE & PIKE ST (431)",17:47:59,17:50:36
2016-03-26,6044,675,S,30908431,431,"3RD AVE & PIKE ST (431)",15:23:59,15:35:54
2016-03-26,6044,675,S,30908462,431,"3RD AVE & PIKE ST (431)",12:47:59,12:59:51
2016-03-26,6044,675,S,30908416,431,"3RD AVE & PIKE ST (431)",10:17:59,10:23:54
2016-03-26,6044,675,S,30908411,431,"3RD AVE & PIKE ST (431)",07:54:59,07:57:15
2016-03-26,6044,675,S,30908407,431,"3RD AVE & PIKE ST (431)",05:45:59,05:48:19
2016-03-26,6043,675,S,30908560,431,"3RD AVE & PIKE ST (431)",23:27:59,23:31:02
2016-03-26,6043,675,S,30908559,431,"3RD AVE & PIKE ST (431)",21:12:59,21:12:01
2016-03-26,6043,675,S,30908441,431,"3RD AVE & PIKE ST (431)",19:00:59,19:03:55
2016-03-26,6043,675,S,30908466,431,"3RD AVE & PIKE ST (431)",16:35:59,16:36:27
2016-03-26,6043,675,S,30908426,431,"3RD AVE & PIKE ST (431)",13:59:59,13:59:56
2016-03-26,6040,674,S,30908235,431,"3RD AVE & PIKE ST (431)",08:50:57,08:51:08
2016-03-26,6040,674,S,30908115,431,"3RD AVE & PIKE ST (431)",10:38:57,10:43:04
2016-03-26,6040,674,S,30908243,431,"3RD AVE & PIKE ST (431)",12:50:57,12:50:51
2016-03-26,6040,674,S,30908132,431,"3RD AVE & PIKE ST (431)",15:02:57,15:07:20
2016-03-26,6040,674,S,30908140,431,"3RD AVE & PIKE ST (431)",17:14:57,17:18:48
2016-03-26,6041,674,S,30908099,431,"3RD AVE & PIKE ST (431)",06:14:58,06:12:17
2016-03-26,6041,674,S,30908105,431,"3RD AVE & PIKE ST (431)",08:14:58,08:16:21
2016-03-26,6041,674,S,30908112,431,"3RD AVE & PIKE ST (431)",10:02:57,10:04:14
2016-03-26,6041,674,S,30908121,431,"3RD AVE & PIKE ST (431)",12:14:57,12:14:35
2016-03-26,6041,674,S,30908130,431,"3RD AVE & PIKE ST (431)",14:26:57,14:30:56
2016-03-26,6041,674,S,30908138,431,"3RD AVE & PIKE ST (431)",16:38:57,16:45:18
2016-03-26,6041,674,S,30908255,431,"3RD AVE & PIKE ST (431)",18:45:57,18:45:48
2016-03-26,6041,674,S,30908154,431,"3RD AVE & PIKE ST (431)",20:44:57,20:49:25
2016-03-26,6041,674,S,30908192,431,"3RD AVE & PIKE ST (431)",22:29:57,22:32:04
2016-03-26,6046,674,S,30908103,431,"3RD AVE & PIKE ST (431)",07:44:58,07:42:32
2016-03-26,6046,674,S,30908111,431,"3RD AVE & PIKE ST (431)",09:38:57,09:41:42
2016-03-26,6046,674,S,30908241,431,"3RD AVE & PIKE ST (431)",11:50:57,11:52:05
2016-03-26,6046,674,S,30908128,431,"3RD AVE & PIKE ST (431)",14:02:57,14:03:56
2016-03-26,6046,674,S,30908136,431,"3RD AVE & PIKE ST (431)",16:14:57,16:14:57
2016-03-26,6046,674,S,30908145,431,"3RD AVE & PIKE ST (431)",18:26:57,18:25:47
2016-03-26,6049,674,S,30908100,431,"3RD AVE & PIKE ST (431)",06:29:58,06:29:24
2016-03-26,6049,674,S,30908106,431,"3RD AVE & PIKE ST (431)",08:26:58,08:31:08
2016-03-26,6049,674,S,30908113,431,"3RD AVE & PIKE ST (431)",10:14:57,10:17:23
2016-03-26,6049,674,S,30908122,431,"3RD AVE & PIKE ST (431)",12:26:57,12:24:21
2016-03-26,6049,674,S,30908131,431,"3RD AVE & PIKE ST (431)",14:38:57,14:37:43
2016-03-26,6049,674,S,30908251,431,"3RD AVE & PIKE ST (431)",16:50:57,16:47:58
2016-03-26,6049,674,S,30908147,431,"3RD AVE & PIKE ST (431)",18:59:57,19:05:45
2016-03-26,6049,674,S,30908155,431,"3RD AVE & PIKE ST (431)",20:59:57,21:01:44
2016-03-26,6049,674,S,30908161,431,"3RD AVE & PIKE ST (431)",22:44:58,22:53:17
2016-03-26,6049,674,S,30908164,431,"3RD AVE & PIKE ST (431)",00:29:58,00:35:57
2016-03-26,6060,674,S,30908195,431,"3RD AVE & PIKE ST (431)",05:29:58,05:25:38
2016-03-26,6060,674,S,30908102,431,"3RD AVE & PIKE ST (431)",07:29:58,07:25:33
2016-03-26,6060,674,S,30908110,431,"3RD AVE & PIKE ST (431)",09:26:57,09:24:07
2016-03-26,6060,674,S,30908119,431,"3RD AVE & PIKE ST (431)",11:38:57,11:35:49
2016-03-26,6060,674,S,30908245,431,"3RD AVE & PIKE ST (431)",13:50:57,13:46:08
2016-03-26,6060,674,S,30908135,431,"3RD AVE & PIKE ST (431)",16:02:57,16:02:33
2016-03-26,6060,674,S,30908144,431,"3RD AVE & PIKE ST (431)",18:14:57,18:18:33
2016-03-26,6060,674,S,30908159,431,"3RD AVE & PIKE ST (431)",21:59:57,22:06:37
2016-03-26,6060,674,S,30908261,431,"3RD AVE & PIKE ST (431)",23:44:58,23:44:21
2016-03-26,6077,674,S,30908109,431,"3RD AVE & PIKE ST (431)",09:14:57,09:10:32
2016-03-26,6077,674,S,30908118,431,"3RD AVE & PIKE ST (431)",11:26:57,11:24:19
2016-03-26,6077,674,S,30908127,431,"3RD AVE & PIKE ST (431)",13:38:57,13:38:37
2016-03-26,6077,674,S,30908249,431,"3RD AVE & PIKE ST (431)",15:50:57,15:54:34
2016-03-26,6077,674,S,30908143,431,"3RD AVE & PIKE ST (431)",18:02:57,18:02:55
2016-03-26,6111,674,S,30908117,431,"3RD AVE & PIKE ST (431)",11:14:57,11:24:09
2016-03-26,6111,674,S,30908126,431,"3RD AVE & PIKE ST (431)",13:26:57,13:26:47
2016-03-26,6111,674,S,30908134,431,"3RD AVE & PIKE ST (431)",15:38:57,15:39:58
2016-03-26,6111,674,S,30908253,431,"3RD AVE & PIKE ST (431)",17:50:57,17:51:15
2016-03-26,6111,674,S,30908151,431,"3RD AVE & PIKE ST (431)",19:59:57,20:00:05
2016-03-26,6113,674,S,30908174,431,"3RD AVE & PIKE ST (431)",07:14:58,07:10:37
2016-03-26,6114,674,S,30908101,431,"3RD AVE & PIKE ST (431)",06:44:58,06:41:44
2016-03-26,6114,674,S,30908107,431,"3RD AVE & PIKE ST (431)",08:38:57,08:37:26
2016-03-26,6114,674,S,30908114,431,"3RD AVE & PIKE ST (431)",10:26:57,10:20:07
2016-03-26,6114,674,S,30908123,431,"3RD AVE & PIKE ST (431)",12:38:57,12:36:02
2016-03-26,6114,674,S,30908247,431,"3RD AVE & PIKE ST (431)",14:50:57,14:48:23
2016-03-26,6114,674,S,30908139,431,"3RD AVE & PIKE ST (431)",17:02:57,16:59:12
2016-03-26,6114,674,S,30908148,431,"3RD AVE & PIKE ST (431)",19:14:57,19:19:56
2016-03-26,6114,674,S,30908156,431,"3RD AVE & PIKE ST (431)",21:14:57,21:21:15
2016-03-26,6114,674,S,30908162,431,"3RD AVE & PIKE ST (431)",22:59:58,23:01:44
2016-03-26,6114,674,S,30908165,431,"3RD AVE & PIKE ST (431)",01:07:58,01:13:22
2016-03-26,6114,674,S,30908208,431,"3RD AVE & PIKE ST (431)",03:24:58,03:35:14
2016-03-26,6115,674,S,30908175,431,"3RD AVE & PIKE ST (431)",05:59:58,05:58:33
2016-03-26,6115,674,S,30908104,431,"3RD AVE & PIKE ST (431)",07:59:58,07:58:41
2016-03-26,6115,674,S,30908237,431,"3RD AVE & PIKE ST (431)",09:50:57,09:49:44
2016-03-26,6115,674,S,30908120,431,"3RD AVE & PIKE ST (431)",12:02:57,12:07:53
2016-03-26,6115,674,S,30908129,431,"3RD AVE & PIKE ST (431)",14:14:57,14:17:39
2016-03-26,6115,674,S,30908137,431,"3RD AVE & PIKE ST (431)",16:26:57,16:25:32
2016-03-26,6115,674,S,30908146,431,"3RD AVE & PIKE ST (431)",18:34:57,18:38:54
2016-03-26,6115,674,S,30908153,431,"3RD AVE & PIKE ST (431)",20:29:57,20:32:25
2016-03-26,6115,674,S,30908160,431,"3RD AVE & PIKE ST (431)",22:14:57,22:16:21
2016-03-26,6115,674,S,30908163,431,"3RD AVE & PIKE ST (431)",23:59:58,00:02:35
2016-03-26,6115,674,S,30908204,431,"3RD AVE & PIKE ST (431)",02:09:58,02:17:01
2016-03-26,6115,674,S,30908211,431,"3RD AVE & PIKE ST (431)",04:27:58,04:32:22
2016-03-26,6204,674,S,30908188,431,"3RD AVE & PIKE ST (431)",06:59:58,06:59:07
2016-03-26,6204,674,S,30908108,431,"3RD AVE & PIKE ST (431)",09:02:57,09:03:57
2016-03-26,6204,674,S,30908239,431,"3RD AVE & PIKE ST (431)",10:50:57,10:52:00
2016-03-26,6204,674,S,30908124,431,"3RD AVE & PIKE ST (431)",13:02:57,13:12:26
2016-03-26,6204,674,S,30908181,431,"3RD AVE & PIKE ST (431)",15:14:57,15:13:18
2016-03-26,6204,674,S,30908141,431,"3RD AVE & PIKE ST (431)",17:26:57,17:27:58
2016-03-26,6204,674,S,30908149,431,"3RD AVE & PIKE ST (431)",19:29:57,19:34:57
2016-03-26,6204,674,S,30908157,431,"3RD AVE & PIKE ST (431)",21:29:57,21:35:56
2016-03-26,6204,674,S,30908257,431,"3RD AVE & PIKE ST (431)",23:14:58,23:22:39
2016-03-26,6207,674,S,30908116,431,"3RD AVE & PIKE ST (431)",11:02:57,11:07:57
2016-03-26,6207,674,S,30908125,431,"3RD AVE & PIKE ST (431)",13:14:57,13:18:44
2016-03-26,6207,674,S,30908133,431,"3RD AVE & PIKE ST (431)",15:26:57,15:29:36
2016-03-26,6207,674,S,30908142,431,"3RD AVE & PIKE ST (431)",17:38:57,17:37:11
2016-03-26,6207,674,S,30908150,431,"3RD AVE & PIKE ST (431)",19:44:57,19:45:46
2016-03-26,6207,674,S,30908158,431,"3RD AVE & PIKE ST (431)",21:44:57,21:47:05
2016-03-26,6207,674,S,30908193,431,"3RD AVE & PIKE ST (431)",23:29:58,23:33:20
2016-04-02,6219,673,S,30908034,431,"3RD AVE & PIKE ST (431)",00:04:57,00:05:24
2016-04-02,6219,673,S,30908030,431,"3RD AVE & PIKE ST (431)",22:04:57,22:06:37
2016-04-02,6219,673,S,30908022,431,"3RD AVE & PIKE ST (431)",19:49:57,19:50:44
2016-04-02,6219,673,S,30908013,431,"3RD AVE & PIKE ST (431)",17:30:57,17:31:18
2016-04-02,6219,673,S,30908003,431,"3RD AVE & PIKE ST (431)",15:06:57,15:06:36
2016-04-02,6219,673,S,30908244,431,"3RD AVE & PIKE ST (431)",12:42:57,12:41:23
2016-04-02,6219,673,S,30907984,431,"3RD AVE & PIKE ST (431)",10:18:57,10:17:43
2016-04-02,6219,673,S,30907976,431,"3RD AVE & PIKE ST (431)",08:18:57,08:17:39
2016-04-02,6219,673,S,30907969,431,"3RD AVE & PIKE ST (431)",06:19:57,06:17:43
2016-04-02,6217,673,S,30908205,431,"3RD AVE & PIKE ST (431)",02:09:57,02:11:21
2016-04-02,6217,673,S,30908260,431,"3RD AVE & PIKE ST (431)",23:49:57,23:49:40
2016-04-02,6217,673,S,30908178,431,"3RD AVE & PIKE ST (431)",21:49:57,21:51:03
2016-04-02,6217,673,S,30908021,431,"3RD AVE & PIKE ST (431)",19:34:57,19:34:37
2016-04-02,6216,673,S,30908015,431,"3RD AVE & PIKE ST (431)",18:06:57,18:04:02
2016-04-02,6216,673,S,30908250,431,"3RD AVE & PIKE ST (431)",15:42:57,15:39:17
2016-04-02,6216,673,S,30907996,431,"3RD AVE & PIKE ST (431)",13:18:57,13:16:08
2016-04-02,6216,673,S,30907986,431,"3RD AVE & PIKE ST (431)",10:54:57,10:56:19
2016-04-02,6216,673,S,30908236,431,"3RD AVE & PIKE ST (431)",08:42:57,08:41:34
2016-04-02,6216,673,S,30908187,431,"3RD AVE & PIKE ST (431)",06:49:57,06:50:36
